,id,name,creative_sector,employee_sizeband,website
78662,882063,"MOS, S.C.",advertising_marketing,6 a 10 personas,MONTALVO ORANTES Y SOLIS S.C
78669,6885344,NUBAJ Y NUBAJ CONSULTING,advertising_marketing,251 y más personas,WWW.NUBAJ.COM
78672,1027930,OIL TEST INTERNATIONAL CANADA GROUP DE MÉXICO,advertising_marketing,11 a 30 personas,WWW.OTILATAN.COM
78673,1020989,"ORGANIZACIÓN INTERAMERICANA DE ASESORÍA Y COMERCIO, S.A. DE C.V.",advertising_marketing,6 a 10 personas,WWW.JORJEN.COM
78674,999388,OTROS SERVICIOS DE CONSULTORÍA CIENTÍFICA Y TÉCNICA,advertising_marketing,6 a 10 personas,WWW.GALLARDOHURTADOYCIA.COM
78681,957467,PARAMETRIX,advertising_marketing,11 a 30 personas,PARAMETRIX.COM.MX
78683,6872636,PEPSICO MEXICO R&D BISCUITS,advertising_marketing,0 a 5 personas,WWW.PEPSICO.COM
78684,6873513,PEPSICO MEXICO R&D SAVORY,advertising_marketing,0 a 5 personas,WWW.PEPSICO.COM
78685,660086,"PERSPECTIVA Y VISIÓN INTEGRAL, S.C.",advertising_marketing,11 a 30 personas,WWW.PERSPECTIVAINTEGRAL.COM
78687,933243,"PLUS INC DE MÉXICO, S.A. DE C.V.",advertising_marketing,6 a 10 personas,WWW.PLUSMEXICO.COM
78690,1021888,"PRICEWATERHOUSECOOPERS BPO, S. DE R.L. DE C.V.",advertising_marketing,31 a 50 personas,WWW.PWC.COM
78693,998548,PROA MENSAJE Y COMUNICACIÓN,advertising_marketing,11 a 30 personas,STRUCTURA.COM.MX/PROA
78698,6862608,PROVEEDORA DE INSUMOS Y SERVICIOS ZIMA,advertising_marketing,0 a 5 personas,WWW.ZIMANEGOCIOS.COM
78702,1028281,QRI MÉXICO,advertising_marketing,0 a 5 personas,WWW.QRIGROUP.COM
78705,873979,"REAL STATE EQUITY PARTNERS, S.C.",advertising_marketing,6 a 10 personas,WWW.REALCAPITALIM.COM.MX
78712,6886058,SEABIRD SEISMIC MEXICO,advertising_marketing,0 a 5 personas,WWW.SOLSTADFASTARD.COM
78717,1028359,SERVICIOS DE CONSULTORÍA ESPECIALIZADA EHS,advertising_marketing,0 a 5 personas,WWW.3RS.COM.MX
78719,770148,"SERVICIOS INTEGRADOS DE ENERGÍA, S.C.",advertising_marketing,6 a 10 personas,WWW.GAUSS.COM.MX
78720,770149,"SERVICIOS INTEGRADOS DE ENERGÍA, S.C.",advertising_marketing,6 a 10 personas,WWW.GAUSS.COM.MX
78721,847261,"SERVICIOS MONTEBLANCO, S.A. DE C.V.",advertising_marketing,11 a 30 personas,WWW.MONTEBLANCO.COM
78723,875174,"SERVICIOS PROFESIONALES DE CONSULTORÍA ESTRATEGIA PYME, INTEGRANDO SOLUCIONES, S.C.",advertising_marketing,0 a 5 personas,WWW.ESTRATEGIAPYME.ORG.MX
78727,6877648,SERVICIOS TECNICOS DE PROGRAMACION ACCENTURE,advertising_marketing,251 y más personas,WWW.ACCENTURE.COM
78730,1016325,SI VIVIR BIEN,advertising_marketing,0 a 5 personas,WWW.SIVIVIRBIEN.COM
78732,721041,SIMA ACCESIBILIDAD,advertising_marketing,0 a 5 personas,WWW.SIMAACCESIBILIDAD.COM
78737,6807659,SUMINISTRO SUSTENTABLE DE ENERGIA EN MÉXICO S A P I DE CV,advertising_marketing,31 a 50 personas,WWW.ENERGIASUMEX.COM
78741,903540,TEAMPROYECTS,advertising_marketing,6 a 10 personas,WWW.TEAM-PROYECTS.COM.MX
78745,659833,"TINTORERIAS PRONTO, S.A. DE C.V.",advertising_marketing,0 a 5 personas,WWW.TINTORERIASPRONTO.COM.MX
78746,932995,TLC ASOCIADOS,advertising_marketing,6 a 10 personas,WWW.TLCASOCIADOS.COM.MX
78748,933556,TRECHO INNOVACIÓN,advertising_marketing,6 a 10 personas,WWW.TRECHOINOVACION.COM
78751,687591,"UNITY SUPPLIES, S.A.",advertising_marketing,0 a 5 personas,WWW.UNITYSUPPLIES.MX.COM
78753,763722,"VALUACIONES ACTUARIALES DEL SUR, S.C.",advertising_marketing,11 a 30 personas,WWW.VASUR.COM
78759,760669,VORSEVI MÉXICO,advertising_marketing,11 a 30 personas,VORSEVI.ES
78760,660149,VYA RECURSOS HUMANOS,advertising_marketing,0 a 5 personas,WWW.VISACONSULTORES.COM
78762,6798062,YABARANA,advertising_marketing,11 a 30 personas,WWW.YAB.MX
78768,1115866,CONSEJO CORDINADOR EMPRESARIAL,advertising_marketing,11 a 30 personas,WWW.CCEDURANGO.COM.MX
78780,6326946,SGS DE MEXICO,advertising_marketing,51 a 100 personas,WWW.SGS.COM
78794,1142824,BAJÍO CONSULTORES,advertising_marketing,11 a 30 personas,WWW.BAJIO.COM
78798,6432110,CENTRO DE DIAGNÓSTICO Y PATOLOGÍA ANIMAL DEL ESTADO DE GUANAJUATO,advertising_marketing,0 a 5 personas,WWW.UGRPG.ORG.MX
78799,6433962,CENTRO DE INSEMINACION CENAPIPO,advertising_marketing,0 a 5 personas,WWW.UGRPG.GOB.MX
78802,1245871,COMITÉ ESTATAL DEL SISTEMA PRODUCTO TOMATE,advertising_marketing,0 a 5 personas,WWW.CESPT.ORG
78804,1169160,"CONSULTORES EN NEGOCIOS Y ADMINISTRACIÓN S,C",advertising_marketing,0 a 5 personas,WWW.BACONSULTING.COM.MX
78818,6803475,IMPULZZA,advertising_marketing,0 a 5 personas,WWW.IMPULZZA.MX
78820,1145221,JLS CONSULTOR,advertising_marketing,0 a 5 personas,WWW.JLSCONSULTOR.MX
78822,6800311,MUNITECNIA LATAM SA DE CV,advertising_marketing,11 a 30 personas,WWW.MUNITECNIA.ES
78825,1245217,OFICINA CONSULTORA EN MERCADOTECNIA,advertising_marketing,0 a 5 personas,ABCCONSULTORIA.COM.MX
78832,1140755,"RECUBRIMIENTOS BAU SYSTEM MEXICO, S.A. DE C.V. IMPERMEABILIZANTES",advertising_marketing,11 a 30 personas,WWW.TOPCRET.COM.MX
78835,6334104,SGS DE MEXICO,advertising_marketing,11 a 30 personas,WWW.SGS.COM
78873,1595886,GEMES,advertising_marketing,0 a 5 personas,GEMES.COM.MX
78901,6811587,BIGO,advertising_marketing,11 a 30 personas,WWW.BIGO.MX
78902,1652724,BS NACIONAL,advertising_marketing,31 a 50 personas,WWW.BSNACIONAL.COM.MX
78907,1671644,CONFORT EN CASA,advertising_marketing,0 a 5 personas,WWW.CONFORTENCASA.COM.MX
78918,6798646,DYNET,advertising_marketing,31 a 50 personas,WWW.DANYT.COM.MX
78920,6799025,ENESMART,advertising_marketing,0 a 5 personas,WWW.ENESMART.MX
78922,1669580,EXCELENCIA TEQUILERA DE JALISCO,advertising_marketing,0 a 5 personas,WWW.EXCELENCIATEQUILERA.COM
78924,1657422,FINCA,advertising_marketing,6 a 10 personas,WWW.FINCASURDEJALISCO.ORG.MX
78929,6877535,GRUPO DE INGENIERIA Y CONSTRUCTIVA,advertising_marketing,0 a 5 personas,WWW.GRICOSC.COM
78930,6480053,GTRAZUS,advertising_marketing,6 a 10 personas,WWW.GTRAZUS.COM
78938,6805208,INTERNICK JRP CONSULTORES EN COMERCIO EXTERIOR,advertising_marketing,6 a 10 personas,WWW.INTERNICJRP.COM
78939,6228017,LABORATORIO TORNEL SA,advertising_marketing,0 a 5 personas,WWW.TORNEL.COM
78940,1648543,"LOGISTICA INTERNACIONAL AVGO, S.A. DE C.V.",advertising_marketing,0 a 5 personas,WWW.AVGOLOGISTIC.COM.MX
78944,1858640,OFICINA DE RELACIONES COMERCIALES DEL ESTADO DE IDAHO,advertising_marketing,0 a 5 personas,WWW.IDAHOMEXICO.COM.MX
78946,1799713,PCC TESTING,advertising_marketing,0 a 5 personas,WWW.PCCTESTING.COM
78961,6800889,SG SOFTWARE MÉXICO,advertising_marketing,6 a 10 personas,WWW.SOFTWARE.COM
78962,6776982,SMTO,advertising_marketing,6 a 10 personas,WWW.SMTO.COM.MX
78963,1959000,SOLE CONSULTORES,advertising_marketing,0 a 5 personas,WWW.SOLECONSULTORES.COM.MX
78971,1671595,VIPRA,advertising_marketing,0 a 5 personas,WWW.VIPRA.MX
78973,1698607,ZIELO ZOLAR,advertising_marketing,0 a 5 personas,WWW.ZIELOZOLAR.COM.MX
78984,6723792,ASOCIACIÓN HIDROPONICA MEXICANA INVERNADERO,advertising_marketing,0 a 5 personas,WWW.HIDROPONIA.ORG.MX
78985,6765737,CABIL,advertising_marketing,11 a 30 personas,WWW.ASESORESCABIL.COM
78986,6810857,CELERITECH,advertising_marketing,11 a 30 personas,WWW.CELERITECH.COM.MX
78991,6704590,COMITÉ DE FOMENTO Y PROTECCIÓN PECUARIA DEL ESTADO DE MÉXICO SC,advertising_marketing,11 a 30 personas,WWW.CFPPEDOMEX.ORG.MX
79000,6880137,ESTUDIANDO Y EDUCANDO A MEXICO,advertising_marketing,6 a 10 personas,WWW.ESTUDIANDOYEDUCANDO.COM.MX
79013,6810347,LABCITEC SA DE CV,advertising_marketing,31 a 50 personas,WWW.LABCITEC.MX
79016,2330349,NUTRIENTES MINERALES Y CONSULTORÍA AGROPECUARIA,advertising_marketing,0 a 5 personas,WWW.NUMICA.COM.MX
79023,2230400,SISTEMAS AVANZADOS PARA EL CONTROL DE EMERGENCIAS,advertising_marketing,11 a 30 personas,WWW.SAVE.MX
79024,6787034,SMITH OGARRIO CONSULTORES,advertising_marketing,0 a 5 personas,WWW.RUBIG.COM.MX
79026,2494812,SOLUCIONES INTEGRALES EN TRÁNSITO Y TRANSPORTES,advertising_marketing,6 a 10 personas,WWW.SIT.COM.MX
79036,2748888,ASESORISA DE EMPRESAS ALAS CONSULRING GROUP,advertising_marketing,0 a 5 personas,WWW.ALASCOLTINGMX.COM
79047,2769825,"CONSULTORÍA INTEGRAL COLABORATIVA, S.C.",advertising_marketing,6 a 10 personas,WWW.CATALAGOEMPRESARIALZC
79048,2693394,CONSULTORIO INTEGRAL EN SEGURIDAD SOCIAL,advertising_marketing,0 a 5 personas,WWW.CONSULTORIACISS.COM
79067,2797746,CENTRO LAVIN PARA EL DESARROLLO DE INOVACIÓN Y TRANSFERENCIA TECNOLÓGICA,advertising_marketing,11 a 30 personas,WWW.INNO-BA.COM.MX
79086,2902635,PROTECCIÓN AGROPECUARIA COMPAÑÍA DE SEGURIDAD,advertising_marketing,0 a 5 personas,WWW.PROASEGUROS.COM.MX
79092,2962645,ASISTENCIA A CLIENTES POR INTERNET,advertising_marketing,0 a 5 personas,WWW.STRONGTIEINSURANCE.COM
79093,3029758,BIOS,advertising_marketing,6 a 10 personas,WWW.BIOS.COM.MX
79096,2965121,"CENSOR EG, S.C.",advertising_marketing,0 a 5 personas,WWW.CENSOREG.COM
79101,2992214,CONSULTORES ASOCIADOS EN SEGURIDAD Y SERVICIOS,advertising_marketing,0 a 5 personas,WWW.K-MEX.COM
79107,3025622,COSTUMER CARE ASOCIATES,advertising_marketing,11 a 30 personas,WWW.CUSTOMERCAREASSOC.COM
79111,2958799,DATIMEX,advertising_marketing,0 a 5 personas,HTTP://WWW.DATIMEX.COM
79114,3027832,DIRECCIÓN DE PROYECTOS Y CONSULTORÍA,advertising_marketing,11 a 30 personas,WWW.DPCSACV.COM.MX
79115,3023486,DYNAMIC COUTEX,advertising_marketing,11 a 30 personas,WWW.DCO.COM.MX
79116,6765733,EFECTO SIGNA,advertising_marketing,0 a 5 personas,WWW.EFECTOSIGNA.COM
79122,6712716,GRUPO AIGX,advertising_marketing,51 a 100 personas,AIGX.MX
79127,6699669,"IDEA COUTURE LATIN AMERICA, S.A.P.I. DE C.V.",advertising_marketing,11 a 30 personas,WWW.IDEACOUTURE.COM
79130,6269748,INSTITUTO MEXICANO DE CONTROL DE CALIDAD AC,advertising_marketing,6 a 10 personas,WWW.IMECCA.ORG.MX
79136,2964817,MATCH PEOPLE,advertising_marketing,11 a 30 personas,WWW.MATCHPEOPLE.COM.MX
79138,2990302,MAX 5 (OFICINA ADMINISTRATIVA,advertising_marketing,11 a 30 personas,WWW.MASS.MX
79141,2933987,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A.C.",advertising_marketing,11 a 30 personas,WWW.NYCE.ORG.MX
79143,2930876,OPTIMUS CENTRO DE INTEGRACIÓN,advertising_marketing,11 a 30 personas,CENTRO OPTIMUS.COM
79148,6806141,PROMOTORA KRANON SA DE CV,advertising_marketing,6 a 10 personas,WWW.KRANON.COM
79150,6214493,RED DE ASESORÍAS CONSULARES,advertising_marketing,0 a 5 personas,WWW.ASESORES-CONSULAR.COM
79151,2979392,"S360 ZAFIRO, S.A. DE C.V.",advertising_marketing,0 a 5 personas,WWW.S360.COM.MX
79152,2971805,SAFETYTEK TECHNOLOGIES,advertising_marketing,6 a 10 personas,WWW.SAFETYTECH.COM.MX
79153,2974333,"SERVICIO INTERNACIONAL DE VISAS Y RESIDENCIAS, S.A.",advertising_marketing,0 a 5 personas,WWW.SERVICIOSINTERNACIONALESDEVISAS.COM.MX
79155,2931401,"SERVICIOS DE ALTA INNOVACION DE MÉXICO S.A. PI, DE C.V.",advertising_marketing,0 a 5 personas,WWW.DAGGOS.COM
79205,6722970,TECHNOO BUILDING & BUSINESS,advertising_marketing,11 a 30 personas,WWW.EDIFICIOSANTISISMICOS.COM
79216,3460936,AUTOTRAFFIC,advertising_marketing,31 a 50 personas,WWW.AUTOTRAFFIC.MX
79218,3351114,CAMARA NACIONAL DE LA INDUSTRIA DEL VESTIDO DELEGACIÓN PUEBLA TLAXCALA,advertising_marketing,6 a 10 personas,WWW.CANAIVEPT.COM.MX
79242,6720695,EDAG MEXICO SA DE CV,advertising_marketing,51 a 100 personas,WWW.EDAG.COM
79245,3336424,"FTM SOURCING, S.A. DE C.V.",advertising_marketing,31 a 50 personas,WWW.FTMSOURCING.COM.MX
79252,6807553,INJOY SERVICES,advertising_marketing,0 a 5 personas,WWW.INJOY.COM
79253,3528508,INSTITUTO NACIONAL DE ASTROFÍSICA ÓPTICA Y ELECTRÓNICA INAOE,advertising_marketing,31 a 50 personas,WWW.INAOE.GOB.MX
79256,6798336,LOZADA Y RODRIGUEZ COMPAÑIA INGENIERIA GEOTECNICA S DE RL DE CV,advertising_marketing,11 a 30 personas,WWW.GEOMECANICA.COM.MX
79281,3560072,"ACL SOLUCIONES EN COMERCIO EXTERIOR, S. DE R.L. DE C.V.",advertising_marketing,0 a 5 personas,WWW.GRUPOACL.COM
79286,3608502,ASOCIACIÓN MEXICANA DE ESPECIALISTAS EN NUTRICIÓN ANIMAL,advertising_marketing,0 a 5 personas,WWW.AMENA.MX
79292,6451663,COSPHERE CONSULTING GROUP SC,advertising_marketing,0 a 5 personas,WWW.COSPHERE.COM
79303,3546240,"INCONER DE MÉXICO, S.A. DE C.V.",advertising_marketing,0 a 5 personas,WWW.INCOBER.COM.MX
79306,3563571,"INSTITUTO MEXICANO DE LOS FERTILIZANTES, S.A. DE C.V.",advertising_marketing,11 a 30 personas,WWW.IMF.ORG.MX
79308,3596299,"KNOWLEDGE AUTOMATION Y PROCESS, S.A. DE C.V.",advertising_marketing,11 a 30 personas,WWW.K-AP.COM
79310,3598254,"LEAN ENTERPRISE, S.A. DE C.V.",advertising_marketing,11 a 30 personas,WWW.LENSYS.COM.MX
79311,6856810,NARMX ADMINISTRATION,advertising_marketing,101 a 250 personas,WWW.NARMCO.COM
79317,3576588,QSAP SOLUTIONS ASESORÍA CONSULTORÍA Y CAPACITACIÓN EN EL DESARROLLO DE SISTEMAS DE OPERACIONES DE NEGOCIOS Y OPTIMIZACIÓN DE PROCESOS,advertising_marketing,6 a 10 personas,WWW.QSAPSOLUTIONS.COM.MX
79321,3580552,"SOLUCIONES ARGOS, S.A. DE C.V.",advertising_marketing,6 a 10 personas,WWW.SOLUCIONESARGOS.COM.MX
79322,3590506,VIGA TRAINING SERVICES ASESORÍA Y CAPACITACIÓN,advertising_marketing,0 a 5 personas,WWW.VIGATRAININGSERVICES.COM
79325,3656100,COMERCIALIZADORA NKB,advertising_marketing,6 a 10 personas,WWW.NKB.MX
79330,3655086,OTROS SERVICIOS DE CONSULTORÍA CIENTÍFICA Y TÉCNICA,advertising_marketing,0 a 5 personas,GIDEONGUAL.COM
79335,6712612,"ALPHA IKS, S.A. DE C.V.",advertising_marketing,0 a 5 personas,WWW.ALPHAIKS.COM
79338,6220426,ATCO MÉXICO INDUSTRIES,advertising_marketing,11 a 30 personas,MIS.ATCOINDUSTRIES.COM
79339,6885398,BASTIAN SOLUTIONS MEXICO,advertising_marketing,11 a 30 personas,WWW.BASTIANSOLUTIONS.COM
79340,3719776,"BORDERLESS CONSULTING GROUP, S.A. DE C.V.",advertising_marketing,0 a 5 personas,WWW.BORDELESS.COM.MX
79344,3715374,COACE CONSORCIO ASESOR,advertising_marketing,6 a 10 personas,WWW.COACE.COM.MX
79356,3745823,INTERAGRO DE LAS HUASTECAS,advertising_marketing,11 a 30 personas,WWW.GRUPOINTERAGRO.MX
79357,3689503,"LEYVA CONSULTORES, S.C.",advertising_marketing,0 a 5 personas,WWW.AUTO_CONSULTING.ORG
79363,6883903,SERVICIOS ESPECIALIZADOS DE PRODUCTORA NACIONAL DE PAPEL,advertising_marketing,101 a 250 personas,WWW.PRONAL.COM.MX
79366,3706749,STARTUPLAB,advertising_marketing,0 a 5 personas,WWW.STARTUPLAB.MX
79369,6810814,ASESORIA ESPECIALIZADAEVENING STAR,advertising_marketing,6 a 10 personas,WWW.ASEVENINGSTAR.COM
79371,3814939,ASESORÍA Y SERVICIOS EN SEGURIDAD OCUPACIONAL,advertising_marketing,0 a 5 personas,WWW.ASESOC.COM.MX
79377,6803817,ERGOSISTEMAS,advertising_marketing,0 a 5 personas,WWW.ERGOSISTEMAS.COM.MX
79384,3815236,MEXICANADA GROUP,advertising_marketing,0 a 5 personas,WWW.MEXICANADA.COM.MX
79388,3831508,OTROS SERVICIOS DE CONSULTORÍA CIENTÍFICA Y TÉCNICA,advertising_marketing,0 a 5 personas,WWW.CORPORATIVOADUANALRUIZ.COM
79409,6880653,DINAMIK LOGISTICS DEL NOROESTE,advertising_marketing,11 a 30 personas,WWW.DINAMIKLOGISTICS.COM.MX
79410,6396099,DLN,advertising_marketing,101 a 250 personas,WWW.DLN.COM.MX
79416,6809353,FACTURA FÁCIL,advertising_marketing,6 a 10 personas,FACTURAFACIL.NET
79421,3905876,INSTITUTO BLAISE,advertising_marketing,11 a 30 personas,WWW.INSTITUTOBLAISE.COM
79423,3944962,"JRM CONSULTORES, S.A. DE C.V.",advertising_marketing,31 a 50 personas,WWW.JRMCONSULTORES.COM.MX
79424,3922771,JUNTA LOCAL DE SANIDAD VEGETAL DEL VALLE DEL YAQUI,advertising_marketing,11 a 30 personas,WWW.JLVCYAQUI.ORG.MX
79428,3896689,MAVAL. FACTURACION,advertising_marketing,0 a 5 personas,WWW.MAVAL.COM
79429,3944481,"NJ&WA ASESORES, S.A. DE C.V.",advertising_marketing,0 a 5 personas,WWW.MULTIOPCIONHIPOTECARIA.COM.MX
79430,6397568,OESTEC DE MEXICO,advertising_marketing,11 a 30 personas,WWW.OESTEC.COM.MX
79432,3928873,OFICINA DE INOCUIDAD SONORA AGROPECUARIA SA DE CV,advertising_marketing,0 a 5 personas,WWW.SASAPORK.COM
79446,6804164,DRILLTEK SA DE CV.,advertising_marketing,51 a 100 personas,WWW.PETRICORE.COM
79452,4003979,INICIATIVA DHARMA,advertising_marketing,6 a 10 personas,WWW.IDHA.COM.MX
79461,6769243,PENSPEN,advertising_marketing,6 a 10 personas,WWW.PENSPEN.COM
79462,3980189,PHISOGI,advertising_marketing,11 a 30 personas,PHISOGI.COM
79466,6700938,"SCAP, S.A. DE C.V.",advertising_marketing,31 a 50 personas,WWW.SCAP.COM.MX
79469,6310608,SGS DE MEXICO,advertising_marketing,31 a 50 personas,WWW.SGS.COM
79493,4111372,FUNDACIÓN PRODUCE TAMAULIPAS,advertising_marketing,6 a 10 personas,WWW.PRODUCETAMAULIPAS.NET
79496,6809363,INJOY SERVICES,advertising_marketing,0 a 5 personas,WWW.INJOY.COM
79510,6405340,SGS DE MEXICO,advertising_marketing,6 a 10 personas,WWW.SGS.COM
79527,4420904,AMDA VERACRUZ,advertising_marketing,0 a 5 personas,WWW.AMDAVERACRUZ.COM.MX
79539,6725160,"CONSULTORIA EMPRESARIAL EN AGRONEGOCIOS, S.A. DE C.V.",advertising_marketing,6 a 10 personas,WWW.CONSULTORIA EMPRESARIAL EN AGENCIAS.COM
79543,4246856,"CPIR CONSULTORES PROFESIONALES PARA LA INFRESTRUCTURA RURAL, A.C.",advertising_marketing,6 a 10 personas,WWW.CPIR.ORG
79549,4306583,FIANZAS GARDOQUI,advertising_marketing,0 a 5 personas,WWW.GARDOQUI.COM
79550,4305034,"IMPORT AND EXPORT ENERGY SERVICE, S.C.",advertising_marketing,11 a 30 personas,WWW.IEES.COM.MX
79551,6878597,INNOPHOS SERVICIOS DE MEXICO,advertising_marketing,51 a 100 personas,WWW.INNOPHOS.COM
79554,6464800,INTERTEK TESTING SERVICES DE MEXICO,advertising_marketing,0 a 5 personas,WWW.INTERTEK.COM
79565,6698932,QHSE,advertising_marketing,0 a 5 personas,WWW.QHSE.COM.MX
79574,6412143,SGS DE MÉXICO,advertising_marketing,0 a 5 personas,WWW.SGS.COM
79575,6882874,SGS DE MEXICO,advertising_marketing,51 a 100 personas,WWW.SGS.COM
79582,6724502,"CIS COMSER, S. DE R.L. DE C.V.",advertising_marketing,0 a 5 personas,WWW.CISFCE.MEXICO.COM
79588,4537349,ENDEAVOR,advertising_marketing,0 a 5 personas,WWW.ENDEAVOR.ORG.MX
79589,6223113,EYAC CONSULTORES,advertising_marketing,0 a 5 personas,WWW.EYACCONSULTORES.COM
79596,6711239,PETRO JOBS CONSULTIN GROUP,advertising_marketing,6 a 10 personas,WWW.PETROJOBSSDS.COM
79619,20145,ASOCIACIÓN DE INGENIEROS CONSULTORES SC,architecture,11 a 30 personas,WWW.AICMEXICANA.COM
79620,6885199,BUFFET DE INGENIERÍA EN TELECOMUNICACIONES,architecture,11 a 30 personas,WWW.NETWORSOLUTION.WORD.MX
79627,41192,EXPLORA INGENIERÍA,architecture,11 a 30 personas,WWW.EXPLORAINGENIERIA.COM
79635,33286,INGENIERÍA Y TECNOLOGÍA INDUSTRIAL,architecture,0 a 5 personas,WWW.INGENIERIAYTECNOLOGIAINDUSTRIAL.COM
79637,1518,"INVESTIGACIÓN Y CONTROL DE PAVIMENTOS, S.A. DE C.V.",architecture,0 a 5 personas,WWW.IYCP.MX
79642,37025,OFICINA DE DISEÑO DE INSTALACIONES ELÉCTRICAS IPCE,architecture,0 a 5 personas,IPCE-CIE.COM
79647,51595,SERVICIOS DE PROGRAMACIÓN IMEYCO,architecture,0 a 5 personas,WWW.IMEYCO.COM.MX
79649,117913,AHORROS DE ENERGIA E INGENIERÍA,architecture,6 a 10 personas,WWW.ADE-1.COM
79659,6471613,CLIMATEC DE MÉXICO,architecture,11 a 30 personas,WWW.BTGAMERICAS.COM
79661,60474,"CONSORCIO DE PROFESIONALES EN INGENIERÍA, S.C.",architecture,11 a 30 personas,WWW.GRBINGENIEROS.COM
79673,81588,DISEÑADOR SIN NOMBRE,architecture,0 a 5 personas,WWW.IXPAN.MX
79678,87825,ESTRUCTURA DUARTE,architecture,0 a 5 personas,WWW.ESTRUCTURASDUARTE.COM
79681,123672,GC INGENIERÍA CIVIL,architecture,0 a 5 personas,WWW.GCIC.MX
79698,89248,INNOCENTRO AEROESPACIAL S. C.,architecture,0 a 5 personas,WWW.INNOCENTRO.COM
79699,71681,INODEN INGENIERÍA OASIS DE MÉXICO,architecture,6 a 10 personas,WWW.INODEM.COM.MX
79700,6865369,INTELDAT,architecture,0 a 5 personas,WWW.INTELDAT.COM
79701,87510,"LÓPEZ ARÉCHIGA E HIJOS, S.C.",architecture,0 a 5 personas,WWW.LOPEZARECHIGA.COM
79727,112389,SOREDI,architecture,0 a 5 personas,WWW.SOREDI.MX
79729,136253,VC INGIENERIA ESPECIALISTAS EN LAP TOPS,architecture,0 a 5 personas,VCINGENIERIA.MX
79736,6730084,CUSTOM BAJA HOME THEATER & AUTOMATION,architecture,0 a 5 personas,WWW.CUSTOMBAJA.COM
79747,182467,INGENIERÍA DENNIS,architecture,11 a 30 personas,WWW.INDENNIS.COM
79748,163982,"INGENIERÍA GEOHIDRAULICA, S.C.",architecture,6 a 10 personas,WWW.INGENIERIAGEOHIDRAULICA.COM
79759,218411,"ALLSAFETY MEXICO, S.A. DE C.V.",architecture,11 a 30 personas,WWW.ALLSAFETYMEXICO.COM.MX
79767,199896,CONTROL Y POTENCIA APLICADA,architecture,11 a 30 personas,WWW.COPASA_ENERGIAS.COM
79768,6302810,CORPORACION MEXICANA DE INVESTIGACION EN MATERIALES,architecture,0 a 5 personas,WWW.COMIMSA.COM
79770,6857946,DEEPOCEAN DE MEXICO,architecture,0 a 5 personas,WWW.DEEPOCEANGROUP.COM
79772,219585,"DIPLAMAR SERVICIOS DE INGENIERÍA, S.A. DE C.V.",architecture,11 a 30 personas,WWW.DIPLAMAR.COM
79774,218521,"DM INGENIEROS, S.A. DE C.V.",architecture,31 a 50 personas,WWW.DMINGENIEROS.COM.MX
79776,6857886,DREBBEL,architecture,6 a 10 personas,WWW.DREBEL.COM.MX
79777,6863688,DYCGSA ESTACIONAMIENTO DE RESGUARDO,architecture,0 a 5 personas,WWW.DYCSA.COM.MX
79780,6804605,GDT OFFSHORE,architecture,11 a 30 personas,WWW.GDTOFFSHORE.COM.MX
79782,6701805,GEOMSA,architecture,0 a 5 personas,WWW.GEOMSA.COM
79783,217564,GISSE,architecture,11 a 30 personas,WWW.GISSE.COM.MX
79784,218767,GLOBE,architecture,6 a 10 personas,WWW.GLOBE.COM.MX
79786,6738434,GRUPO ROALES,architecture,11 a 30 personas,WWW.GRUPOROALES.COM
79794,219351,"MYCISLA DEL CARMEN, S.A. DE C.V.",architecture,6 a 10 personas,WWW.MYC-ISLA.COM.MX
79796,6715788,PETROJOBS CONSULTING SA,architecture,31 a 50 personas,WWW.PETROJOBS.COM
79798,196821,PROYECTOS ELÉCTRICOS DEL SURESTE,architecture,0 a 5 personas,WWW.PROYECTOSELECTRICOS.COM
79800,218511,"SOLUCIONES PETROLERAS DEL SURESTE, S.A. DE C.V.",architecture,11 a 30 personas,WWW.SPDS.MX
79801,190017,"SUMINISTROS Y SERVICIOS INTEGRALES ESPECIALIZADOS, S.A. DE C.V.",architecture,11 a 30 personas,WWW.PROMOTORAVIRTUAL.COM
79812,6302809,COMIMSA,architecture,0 a 5 personas,WWW.COMIMSA.COM
79818,6302811,CORPORACION MEXICANA DE INVESTIGACION EN MATERIALES SUC. MONCLOVA,architecture,0 a 5 personas,WWW.COMIMSA.COM.MX
79842,6799248,INOTEK,architecture,6 a 10 personas,WWW.INOTEKDS.COM
79852,6740037,RC AUTOMATION,architecture,6 a 10 personas,WWW.R-C-AUTOMATION.COM
79883,451952,"B INGENIERÍA, S.A. DE C.V. CONSTRUCTORA",architecture,0 a 5 personas,WWW.BINGENIERIA.COM
79885,400740,CHIAPAS IP,architecture,0 a 5 personas,WWW.CHIAPASIP.COM.MX
79890,519519,DESARROLLO DE INGENIERÍA Y ARQUITECTURA DE CHIAPAS,architecture,6 a 10 personas,WWW.DIACHSA.COM.MX
79926,6877751,AUTRONIC,architecture,51 a 100 personas,WWW.AUTRONIC.COM.MX
79950,533415,"INGENIERÍA DOBLE I, S. DE R.L. DE C.V.",architecture,11 a 30 personas,WWW.DOBLEI.PRODIGY.NET.MX
79957,613128,INGENIERÍA Y DISEÑO,architecture,6 a 10 personas,WWW.PRODIGYWEB.NET.MX/INGYDISE
