,id,name,creative_sector,employee_sizeband,website
18665,2631078,INSTITUTO MEXICANO DE INVESTIGACIONES CINEMATOGRÁFICAS Y HUMANISTA,music_performing_arts,11 a 30 personas,WWW.IMISMEXICO.COM
18705,2805844,COCTELERÍA ECH ESCUELA DE CAPACITACIÓN BARTENDERS,music_performing_arts,6 a 10 personas,COCTELERIAECH.COM
18715,2824612,ESCUELA DE ARTE Y DIBUJO OSCAR ALFÉREZ,music_performing_arts,0 a 5 personas,WWW.ESCUELAS0SCARALFEREZ.COM
18720,2786098,ESCUELA DE DANZA ZAGHAREET,music_performing_arts,0 a 5 personas,WWW.BAILEDELVIENTRE.NET
18731,2799775,ESCUELA PARTICULAR BRITANIA,music_performing_arts,11 a 30 personas,WWW.ESCUELABRITANIA.COM.MX
18733,2838063,ESTUDIO AUREO,music_performing_arts,6 a 10 personas,WWW.ESTUDIOAUREO.COM.MX
18777,2903846,ESCUELA DE LA DANZA MEXICANA PROFESOR JAIME BUENTELLO BAZAN,music_performing_arts,6 a 10 personas,WWW.ESCUELADEDANZABUENTELLO.EDU.MX
18810,2993248,"ACADEMIA DE TEATRO MUSICAL, A.C.",music_performing_arts,6 a 10 personas,WWW.ATMAC.MX
18825,2916101,"ARTES MINISTERIALES, A.C.",music_performing_arts,0 a 5 personas,WWW.ADORADORES.ORG
18842,3020515,CENTRO CULTURAL VALLE ORIENTE,music_performing_arts,11 a 30 personas,HTTP://WWW.CCVO.COM.MX
18847,2993606,"CENTRO EDUCATIVO CARNEVALI, A.C.",music_performing_arts,11 a 30 personas,WWW.CEDUCA.COM.MX
18880,3040304,"DACAPO ESCUELA DE MUSICA, S.C.",music_performing_arts,6 a 10 personas,WWW.DACAPO.COM.MX
18881,2993298,DALIRYS ESTUDIO DE DANZA,music_performing_arts,11 a 30 personas,WWW.DALIRYS.COM
18882,3041255,DANCENTER,music_performing_arts,0 a 5 personas,WWW.DANCER.MX
18885,2994328,DANSABOR ESCUELA DE DANZA,music_performing_arts,0 a 5 personas,WWW.DANSABOR.COM
18886,2992901,DANSART,music_performing_arts,6 a 10 personas,WWW.DANSARTSTUDIO.COM.MX
18900,3020896,ECOS GENERACION MUSICAL,music_performing_arts,11 a 30 personas,WWW.ECOS.COM.MX
18908,2931725,"ESCUELA DE CANTO Y PIANO DE MONTERREY, S.C.",music_performing_arts,0 a 5 personas,WWW.ECAPMONTERREY.COM
18927,2971589,ESCUELA RUSA DE BALLET,music_performing_arts,11 a 30 personas,WWW.ESCUELARUSADEBALLET.COM
18952,2982263,"FERRUM STEIMWAY OPERACIONES MÉXICO, S.A. DE C.V.",music_performing_arts,0 a 5 personas,WWW.CATIMARIANA.COM
18971,3026156,LE JAZZ BALLET STUDIO,music_performing_arts,0 a 5 personas,WWW.LEJAZZ-BALLETSTUDIO.COM
18978,2936743,MIUSICSTARTS,music_performing_arts,6 a 10 personas,WWW.MUSICSTARS.COM.MX
18982,3022923,"MUSIC TALENT DEVELOPMENT, CLASES CANTO Y MÚSICA MTD",music_performing_arts,0 a 5 personas,WWW.MTDACADEMY.NET
18985,3012452,ORIETT ACADEMIA DE DANZA,music_performing_arts,6 a 10 personas,WWW.ACADEMIAORIETT.COM.MX
18999,2961953,ROCK LIFE ACADEMY,music_performing_arts,0 a 5 personas,WWW.ROCKLIFEACADEMY.COM
19003,2958315,SCHOOL OF ROCK,music_performing_arts,0 a 5 personas,WWW.SCHOOLOFROCK.COM
19008,6803802,STEEPS DANCE ACADEMY,music_performing_arts,0 a 5 personas,WWW.STEEPS.COM.MX
19010,3041598,TALENTOS,music_performing_arts,0 a 5 personas,WWW.ESCUELA.TALENTOS.COM
19014,3026010,TALLER DE ARTE ROCK ART(CENTRO DE REUNION),music_performing_arts,11 a 30 personas,WWW.CLUBESCALADA.COM
19021,2937233,TRUE MUSIC ACADEMY,music_performing_arts,0 a 5 personas,WWW.TRUEMUSIC.MX
19029,3231378,"ACADEMIA DE ARTE MUSICAL, S.C.",music_performing_arts,6 a 10 personas,WWW.ACADEMIADEARTEMUSICAL.COM
19041,3155947,ACADEMIA PROFESIONAL DE DANZA,music_performing_arts,0 a 5 personas,WWW.CORSANHUATULCO12.QGMAIL.COM
19042,3225596,ALLEGRO ACADEMIA DE MÚSICA,music_performing_arts,0 a 5 personas,MX.YAMAHA.COM
19090,3173070,FUNDACIÓN FURI,music_performing_arts,11 a 30 personas,WWW.FURISTMO.0RG.MX
19095,3231218,"INSTITUTO DE ESTUDIOS PROFESIONALES CONTRAPUNTO, A.C.",music_performing_arts,6 a 10 personas,WWW.INSTITUTOCONTRAPUNTO.COM.MX
19105,3128377,MUSICALLI,music_performing_arts,6 a 10 personas,WWW.MUSICALLI.MX
19129,3338207,ABA ARTS & BALLET ACADEMY,music_performing_arts,0 a 5 personas,WWW.ABABALLET.COM
19151,6800390,ACADEMIA DE MUSICA MUSICTIME,music_performing_arts,0 a 5 personas,WWW.MUSICTIME.MX
19157,3359575,ALEGRARTE,music_performing_arts,6 a 10 personas,ALEGRARTE.NET
19164,3338172,BABY BALLET,music_performing_arts,11 a 30 personas,WWW.BABYBALLET.COM
19179,3359698,CENTRO MUSICAL CRESCENDO,music_performing_arts,11 a 30 personas,WWW.CRESCENDO-ARTES.COM
19186,3359314,CLASES DE MATEMATICAS SOROBAN,music_performing_arts,0 a 5 personas,WWW.SOROBAN.COM.MX
19199,3338353,CRE ARTE KIDS,music_performing_arts,0 a 5 personas,WWW.CREARTEKIDS.COM
19204,3365042,DANZENIKA,music_performing_arts,0 a 5 personas,WWW.DANZENIKA.COM
19206,3411637,DU DANCE,music_performing_arts,6 a 10 personas,WWW.DUDANCE.COM.MX
19251,3365477,ESTUDIO Y COMPAÑÍA DE DANZA ANTOINETTE,music_performing_arts,11 a 30 personas,WWW.ESTUDIOYCOMPANIADEDANZAANTOINETTE.COM
19252,3458692,F64 CENTRO DE FORMACIÓN AUDIOVISUAL,music_performing_arts,0 a 5 personas,WWW.PIESDETRAPO.COM
19259,3362177,"INICIATIVA CIUDADANA PARA LA PROMOCIÓN DE LA CULTURA DEL DIÁLOGO, A.C.",music_performing_arts,11 a 30 personas,WWW.INICIATIVACIUDADANA.ORG.MX
19260,3365655,INNOVO INSTITUTE,music_performing_arts,0 a 5 personas,WWW.INNOVOINSTITUTE.COM
19268,3436177,MAC MUSIC ACADEMIA DE MUSICA,music_performing_arts,0 a 5 personas,WWW.MACMUSICSTUDIO.COM.MX
19278,3462227,PERFORMANCE,music_performing_arts,0 a 5 personas,WWW.PERFORMANCEPUEBLA.COM
19280,3359557,PHILARMONIKOS ESTUDIO DE MÚSICA,music_performing_arts,0 a 5 personas,WWW.PHILARMONIKOS.COM
19304,3323921,TALLER DE DIBUJO,music_performing_arts,0 a 5 personas,WWW.LACOCINADELARTISTA.COM.MX
19319,3462032,THE DACING PARADISE,music_performing_arts,11 a 30 personas,WWW.THEDANCIGPARADISE.COM
19331,3607245,ACADEMIA DE MÚSICA CURIEL,music_performing_arts,0 a 5 personas,WWW.ACADEMIADEMUSICACURIEL.COM
19350,3591603,CAADI,music_performing_arts,0 a 5 personas,WWW.CAADI.COM.MX
19353,3548400,CEDIMUSIC VILCHIS,music_performing_arts,0 a 5 personas,WWW.CEDIMUSICVILCHIS.COM
19357,3562056,"CENTRO DE ESTUDIOS MUSICALES MAGMUSIC, S.C.",music_performing_arts,6 a 10 personas,WWW.CENTROESTUDIOSMUSICALES.EDU.MX
19369,3593765,CLEF ACADEMIA DE ARTES,music_performing_arts,0 a 5 personas,WWW.CLEFARTESYMUSICA.COM
19373,3564574,D ORDUÑA CENTRO DE APRENDIZAJE MUSICAL,music_performing_arts,0 a 5 personas,WWW.CADEMIAMUSICALQUERETARO.COM
19378,3544398,ESCUELA ACTIVA DE FOTOGRAFÍA,music_performing_arts,0 a 5 personas,WWW.ESCUELAACTIVADEFOTOGRAFÍA.COM
19380,3547418,ESCUELA DE DANZA NIJINSKY,music_performing_arts,11 a 30 personas,WWW.DANZANIJINSKY.COM.MX
19386,3543560,ESCUELAS DE ARTE DEL SECTOR PRIVADO,music_performing_arts,0 a 5 personas,WWW.CESDANCISTICOS.COM
19390,3599165,ESTREJAZZ ESCUELA DE DANZA,music_performing_arts,0 a 5 personas,WWW.ESTREJAZZ.COM.MX
19393,3564377,ESTUDIO DE DANZA COPPELIA,music_performing_arts,0 a 5 personas,WWW.COPPELIA.AMAWEB.COM
19454,3655894,CREARTIK,music_performing_arts,0 a 5 personas,WWW.CREARTIK.COM
19491,3620352,TALULAH,music_performing_arts,11 a 30 personas,TALULAH.COM
19494,3628649,VICTORIANS GALERÍA,music_performing_arts,0 a 5 personas,WWW.VICTORIANGALERIAS.MX
19506,3708185,ACADEMIA DE MÚSICA YAMAHA,music_performing_arts,6 a 10 personas,ADEMIADEMUSICA.COM.MX
19522,3707519,CENTRO DE EDUCACIÓN MUSICAL TEMPRANA BIZHY,music_performing_arts,11 a 30 personas,WWW.CENTROBIZHY.COM
19556,3715439,NAJMA DANZA ÁRABE,music_performing_arts,0 a 5 personas,WWW.NAJMADANZAÁRABE.COM
19571,3715417,"VIRTUOSSO PRODUCCIONES, S.C.",music_performing_arts,11 a 30 personas,WWW.VIRTUOSSO.COM
19595,3815378,ACADEMIA SUPERIOR DE DANZA,music_performing_arts,0 a 5 personas,WWW.MIESCUELACULIACAN.COM/ACADEMIA SUPERIOR DE DANZA
19609,3783757,CASA PACÍFICA CENTRO CULTURAL,music_performing_arts,11 a 30 personas,WWW.CASAPACIFICA-ARTESANA.COM.MX
19641,3811196,ESCUELA TOBALANDIA,music_performing_arts,0 a 5 personas,WWW.TOBALANDIA.COM
19645,3851015,ESCUELAS DE ARTE DEL SECTOR PRIVADO,music_performing_arts,6 a 10 personas,WWW.GOMEZROMERO.COM
19649,3811273,GINETTE ACADEMIA DE BALLET,music_performing_arts,0 a 5 personas,WWW.GINETTEBALLET.COM
19651,3775845,IMPULSORA DE LA CULTURA Y DE LAS ARTES,music_performing_arts,31 a 50 personas,WWW.CIE.ORG.MX
19659,3795942,MAM´S JAZZ,music_performing_arts,0 a 5 personas,MAMS JAZZ.COM
19671,3815064,SONFONIC ESCUELA DE MUSICA,music_performing_arts,11 a 30 personas,WWW.SONFONIC.COM.MX
19679,3766811,TRIADA ACADEMIA DE GUITARRA,music_performing_arts,0 a 5 personas,WWW.TRIADAACADEMIA.COM
19685,3917192,ACADEMIA DE ARTE SOCIEDAD CULTURAL DE SONORA,music_performing_arts,6 a 10 personas,WWW.DIRCAJEME.COM
19689,3885771,ACADEMIA DE DANZA CLASSIQUE,music_performing_arts,0 a 5 personas,WWW.CADEMIADEBALLETCLASSIQUE
19690,3887015,ACADEMIA DE DANZA GUELAGUETZA,music_performing_arts,0 a 5 personas,WWW.GUELAGUENTZAINFANTIL.COM
19710,3885520,ACADEMIA DE MÚSICA SIN NOMBRE,music_performing_arts,0 a 5 personas,WWW.ACADEMIAETHOS.COM.MX
19721,3901313,ACADEMIA TÉCNICA DE MUSICA,music_performing_arts,0 a 5 personas,WWW.CHINOMEDINA.COM
19723,3906091,AMANI BELLY DANCE,music_performing_arts,0 a 5 personas,WWW.AMANIBELLYDANCE.ORG
19746,3909856,CONSERVATORIO SUPERIOR DE MÚSICA L'ORFEO,music_performing_arts,0 a 5 personas,WWW.CONSERVATORIOSUPERIOR DE MUSICA.WORDPRESS.COM/
19768,3913997,GCM ARTE VISUAL,music_performing_arts,0 a 5 personas,WWW.GALERIAGCM.COM
19770,3872910,"INSTITUTO CULTURAL SAN PATRICIO, S.C.",music_performing_arts,0 a 5 personas,WWW.INSTITUTOSANPRATICIO.COM
19771,3947733,"INSTITUTO SCHILLER, A.C.",music_performing_arts,0 a 5 personas,HTTP://INSTITUTOSCHILLER.SITE.90.NET.INDEX.HTM
19774,3878969,LATINA SALSA ESTUDIO,music_performing_arts,0 a 5 personas,WWW.LATINAUD.JIMDO.COM
19783,3911479,SCHUBERT TU ACADEMIA DE MÚSICA,music_performing_arts,6 a 10 personas,WWW.ACADEMIASCHUBERT.COM
19789,3881422,TALENTI,music_performing_arts,0 a 5 personas,WWW.ACADEMIATALENTI.COM
19792,3909994,TEMPO ACADEMIA DE DANZA,music_performing_arts,0 a 5 personas,WWW.TEMPOACADEMIA.COM
19798,3979983,ACADEMIA DE DANZA CLASICA PETIT PAS 1994,music_performing_arts,0 a 5 personas,WWW.ACADEMIADEDANZAPETITPASS.COM
19885,4120451,ESTUDIO DE MÚSICA VICTORIA,music_performing_arts,0 a 5 personas,ESTUDIODEMUSICAVICTORIA.ES.TL
19964,4299314,ACADEMIA DE ENTRENAMIENTO ESPIRITUAL SEICHO-NO-IE (UN HOGAR DEL PROGRESO INFINITO),music_performing_arts,0 a 5 personas,WWW.SNI.ORG.BR
20069,4249944,ESCUELA DE DANZA MARAN'S,music_performing_arts,0 a 5 personas,MARANSDANZA.COM
20070,4314731,ESCUELA DE DANZA PETIT PAS,music_performing_arts,0 a 5 personas,WWW.DANZAPETITPAS.BLOGSPOT.COM
20098,4276815,ESCUELAS DE ARTE DEL SECTOR PRIVADO,music_performing_arts,0 a 5 personas,WWW.EMMANUELCRUZ.COM
20119,4358214,INSTITUTO DE BELLEZA Y ARTE CULINARIO JOSEPH,music_performing_arts,11 a 30 personas,WWW.INSTITUTOJOSEPH.COM
20153,4339459,TALLER DE ARTE Y FOTOGRAFÍA SIN NOMBRE,music_performing_arts,0 a 5 personas,WWW.HILDEGART.COM
20201,4519630,ACADEMIA DE DANZA JOKALE,music_performing_arts,0 a 5 personas,WWW.FACEBOKACADEMIADEDANZA
20236,4539729,AGUSTIN ART,music_performing_arts,0 a 5 personas,WWW.AGUSTINART.COM
20289,4536478,ESCUELA DE ARTES EIFFEL,music_performing_arts,11 a 30 personas,WWW.ESCUELAEIFFEL.COM
20327,4514608,ESCUELAS DE ARTE DEL SECTOR PRIVADO,music_performing_arts,0 a 5 personas,WWW.ISODORADUNCAN.COM
20346,4538578,FUERA DEL CENTRO ESPACIO CULTURAL,music_performing_arts,0 a 5 personas,WWW.FUERADECENTRO.COM
20378,4521990,TUMAKA'T,music_performing_arts,6 a 10 personas,WWW.TUMAKAT.COM
20395,4595882,DANZ ÁLO,music_performing_arts,0 a 5 personas,WWW.DANZALOBALLET.COM
20401,4628486,ESCUELA DE MÚSICA MUNICIPAL CANDELARIO HUIZAR,music_performing_arts,11 a 30 personas,WWW.EMMCHJEREZ.COM
20423,42871,ACALI CLUB,music_performing_arts,11 a 30 personas,WWW.ACALI.COM.MX
20429,39683,BODY STONE,music_performing_arts,6 a 10 personas,WWW.BODYSTONEGYM.COM
20433,42326,CENTRO CULTURAL MUSICART,music_performing_arts,0 a 5 personas,WWW.MUSICARTS.COM.MX
20437,40841,CENTRO DE MEDITACIÓN BENGUNGYAL,music_performing_arts,11 a 30 personas,WWW.BENGUNGYAL.ORG
20493,31484,IMUA BAJÍO,music_performing_arts,0 a 5 personas,WWW.INMUABAJIO0211.MX.TL
20518,34622,"TIGRE NEGRO MÉXICO, A.C.",music_performing_arts,0 a 5 personas,WWW.TIGRENEGRO.COM
20526,112388,ACADEMIA DE DEFENSA PERSONAL KENPO KARATE Y JIUJITSU,music_performing_arts,0 a 5 personas,WWW.CURSOSDEFENSAPERSONAL.WEBS.COM
20528,67448,ACADEMIA DE FUTBOL ENSENADA,music_performing_arts,6 a 10 personas,WWW.AGPDEPORTES.COM
20529,154581,ACADEMIA DE FÚTBOL SIN NOMBRE,music_performing_arts,6 a 10 personas,WWW.ACADEMIASDEFUTBOL.NET
20540,61019,ALMA LATINA,music_performing_arts,0 a 5 personas,WWW.ALMALATINATIJUANA.COM
20601,85707,ESCUELA DE ARTES MARCIALES Y CULTURA CHINA,music_performing_arts,0 a 5 personas,WWW.DRAGONCHUANFA.COM.MX
20602,84347,ESCUELA DE ARTES MARCIALES Y CULTURALES CHINA DRAGÓN,music_performing_arts,0 a 5 personas,WWW.DRAGONCHUANFA.COM.MX
20706,84101,LA ISLA CENTRO ACUÁTICO,music_performing_arts,6 a 10 personas,WWW.LAISLANATACION.COM
20723,123518,MUTZU YOGA,music_performing_arts,0 a 5 personas,WWW.MUTZUYOGA.COM
20725,69050,ORGANIZACIÓN JAPONESA DE KARATE DO,music_performing_arts,0 a 5 personas,WWW.JKOMEXICO.COM
20734,75622,SHANTI YOGA,music_performing_arts,11 a 30 personas,WWW.SHANTIYOGA.COM.MX
20770,116390,WORLD TAEKWONDO UNIÓN LIBERTAD,music_performing_arts,0 a 5 personas,WWW.WTUMEXICO.COM
20798,160931,DANZART ESCUELA DE DANZA,music_performing_arts,0 a 5 personas,WWW.ACADEMIADANZART.COM
20837,168920,RAÍCES Y BRAZOS,music_performing_arts,0 a 5 personas,WWW.RAICESYBRAZOS.ORG
20840,180481,SHITO KAI,music_performing_arts,0 a 5 personas,WWW.SHITOKAIMURAYAMA.COM
20850,176591,WILLY GUERRERO DRAGÓN NEGRO WUSHU KUNG FU ASOCIACIÓN,music_performing_arts,0 a 5 personas,WWW.DRAGONNEGRO.COM.MX
20855,209928,ACADEMIA DE TAEKWONDO GRUPO HALCONES,music_performing_arts,0 a 5 personas,WWW.GRUPOHALCONESAC.COM
20882,196915,GOYUKENSHA CAMPECHE,music_performing_arts,0 a 5 personas,WWW.GOYUKENSHACAMPECHE.COM.MX
20897,219672,"TRITON TRIATLON, A.C.",music_performing_arts,6 a 10 personas,TRITOTRIATLON.COM.MX
20912,270177,ACADEMIA TAEKWONDO,music_performing_arts,0 a 5 personas,WWW.TAEKWONDOBENITEZ.COM
20958,244865,CLUB DE FUTBOL MONTERREY,music_performing_arts,0 a 5 personas,WWW.RAYADOSMONTERREY.COM
21003,268761,"HENG CLASICO, S.A. DE C.V.",music_performing_arts,11 a 30 personas,WWW.AVEMED.ORG
21007,306403,INSAI,music_performing_arts,0 a 5 personas,WWW.INSAIMEXICO.COM
21020,306411,KARATE DO SEIBUKAN,music_performing_arts,0 a 5 personas,WWW.SEIBUKANTORREON.COM
21129,321971,MOO DUK KWAN NORTE,music_performing_arts,0 a 5 personas,WWW.MOODUKKWAN.COM.MX
21149,376050,ACUÁTICA KIDS CENTER,music_performing_arts,0 a 5 personas,WWW.ACUATICAKIDSCENTER.COM
21205,419665,ESCUELA DE BAILE POLINECIOS,music_performing_arts,0 a 5 personas,WWW.FENUAHULAESTUDIO.COM
21263,377103,IRONHEART,music_performing_arts,0 a 5 personas,WWW.IRONHEART.COM.MX
21281,417161,"MOO DUK KWAN LA HERRADURA, A.C.",music_performing_arts,0 a 5 personas,WWW.MOODUKKWAN.COM.MX
21328,612458,ACADEMIA CAMELOT,music_performing_arts,6 a 10 personas,WWW.ACADEMICAMELOT.COM
21329,614598,ACADEMIA CENTRAL SKIF,music_performing_arts,0 a 5 personas,WWW.SKIFMEXICO.COM
21350,607808,BUKAN ESCUELA DE KRAV-MAGA CHIHUAHUA,music_performing_arts,0 a 5 personas,WWW.KRAVMAGACHIHUAHUA.COM
21363,606134,CLASES DE KICK BOXING,music_performing_arts,0 a 5 personas,WWW. ARTUROBRITO.COM
21372,601308,COLEGIO DE ARTES MARCIALES PLAYING KUNG FU,music_performing_arts,0 a 5 personas,WWW.TAIMANTISFLORES.COM.MX
21376,607604,D´ANSA JAZZ STAGE,music_performing_arts,6 a 10 personas,WWW.DANSAJAZZSTAGE.COM
21476,630207,LEE TAEKWONDO,music_performing_arts,0 a 5 personas,WWW.LEETAEKWANDO.COM.MX
21528,955872,ABHYASI,music_performing_arts,0 a 5 personas,WWW.ABHYASI.COM
21543,901823,ACADEMIA DE DANZA ARABE,music_performing_arts,0 a 5 personas,WWW.MAKTUTDUNASHY.WIX.COM/MAKTUB
21545,1042500,ACADEMIA DE JAZZ MICHELL,music_performing_arts,0 a 5 personas,WWW.ACADEMIAMICHELL.COM.MX
21553,668365,ACALICLUB,music_performing_arts,11 a 30 personas,WWW.ACALICLUB.COM.MX
21558,1002502,ACUATICA ALBATROS,music_performing_arts,0 a 5 personas,WWW.ACUATICA_ALBATROS
21571,673304,AIKIDO,music_performing_arts,0 a 5 personas,WWW.BUSHINDJ0.COM
21572,709413,AIKIDO,music_performing_arts,0 a 5 personas,WWW.CIELOENPAZ.COM
21578,926432,ANAHATA YOGA,music_performing_arts,0 a 5 personas,WWW.ANCHATAYOGA.MX
21579,987395,ANÁHUAC ESCUELA DE DANZA MEXICANA,music_performing_arts,11 a 30 personas,WWW.ANAHUACDANZAMEXICANA.COM.MX
21580,764018,ANJALI YOGA,music_performing_arts,0 a 5 personas,WWW.ANJALIYOGA.COM.MX
21595,897620,"ARTES MARCIALES UNIDOS POPULARES, S.C. DE R",music_performing_arts,0 a 5 personas,LA ULTIMA DEFENSA.NET
21599,1029308,AUROBINDO EXCELENCIA HUMANA,music_performing_arts,0 a 5 personas,WWW.AUROBINDODH.ORG
21605,1008069,"BIKRAM YOGA MÉXICO, S.C.",music_performing_arts,6 a 10 personas,BIKRAM_YOGAMÉXICO.COM
21619,6801647,CC CAÑADA DESIERTO,music_performing_arts,11 a 30 personas,WWW.CCNATACION.COM
21624,720886,CENTRO ACUÁTICO SIDNEY,music_performing_arts,6 a 10 personas,WWW.SIDNEYCENTROACUATICO.COM
21630,920383,CENTRO CULTURAL YOGA,music_performing_arts,0 a 5 personas,WWW.YOGILISTIC.COM
21641,871755,CENTRO DE ESTIMULACIÓN Y APRENDIZAJE CEAHSEF,music_performing_arts,6 a 10 personas,WWW.CEAHSEF.COM
21643,959660,CENTRO DE MEDITACIÓN KADAMPA MÉXICO,music_performing_arts,6 a 10 personas,MEDITARDF.ORG
21648,976275,"CENTRO HOLÍSTICO MANDALA, S.C.",music_performing_arts,0 a 5 personas,WWW.CENTROHOLISTICOMANDALA.COM
21666,875341,"CHEER ZONE MEXICO, S.A. DE C.V.",music_performing_arts,0 a 5 personas,WWW.CHEERZONEMEXICO.COM
21676,909721,CLASES DE DANZA,music_performing_arts,0 a 5 personas,WWW.TSPRODUCCIONES.COM.MX
21698,810112,CLUB ACUATICO SPLASH,music_performing_arts,11 a 30 personas,WWW.SPLASHCLUBACUATICO.COM.MX
21700,1053229,CLUB CAÑADA,music_performing_arts,11 a 30 personas,WWW.CCNATACION.COM
21701,6801646,CLUB CAÑADA CAÑADA,music_performing_arts,11 a 30 personas,WWW.CCNATACION.COM
21702,6805425,CLUB CAÑADA TLAXCALA,music_performing_arts,11 a 30 personas,WWW.CCNATACION.COM
21711,709242,COLEGIO BEAMONT,music_performing_arts,0 a 5 personas,WWW.COLEGIOBEAUMONT.EDU.MX
21721,894993,CROSS LIFE 4 YOU,music_performing_arts,6 a 10 personas,WWW.CROSSLIFE4YOU.COM.MX
21722,903798,CUERPO CONSCIENTE,music_performing_arts,0 a 5 personas,WWW.CUERPOCONSCIENTE.COM.MX
21739,908528,ESCUELA CUBANA DE BAILE,music_performing_arts,0 a 5 personas,WWW.BAILASALSACUBANA.COM
21750,813436,ESCUELA DE BAILE ENERXXIA VITAL,music_performing_arts,11 a 30 personas,WWW.ENERXXIAVITAL.COM
21802,654696,ESCUELA DE KARATE ROMERO RUBIO,music_performing_arts,0 a 5 personas,WWW.TOPTENMEXICO.COM
21815,1008706,ESCUELA DE NATACION AQUA SUR,music_performing_arts,0 a 5 personas,WWW.AQUASURNATACIÓN.COM
21830,952569,ESCUELA DE NATACIÓN SPORT KIDS,music_performing_arts,0 a 5 personas,WWW.SPORTSMARKETINGPDL.COM
21874,6729616,FEDERACIÓN MEXICANA DE AIKIDO,music_performing_arts,0 a 5 personas,WWW.AIQUIWEB.COM.MX
21875,899200,"FEDERACIÓN MEXICANA DE YOGA UNIVERSAL, A.C.",music_performing_arts,6 a 10 personas,WWW.YOGAUNIVERSAL.COM
21879,916879,FUERZAS BÁSICAS LEÓN DF,music_performing_arts,11 a 30 personas,WWW.LEON-DF.MX
21892,6804654,HAPPY SWIM SCHOOL,music_performing_arts,11 a 30 personas,WWW.HAPPYSWIMSCHOOL.COM
21901,884486,INSTITUTO DE YOGA SAN JOSÉ INSURGENTES,music_performing_arts,11 a 30 personas,WWW.YOGASANJOINS.COM
21918,963596,JEET KUNE DO WING CHUN,music_performing_arts,0 a 5 personas,WWW.CAMKUNGFU.COM
21934,656398,KARATE KIHON,music_performing_arts,0 a 5 personas,WWW.WKOMEXICO.COM.MX
21941,683191,KEEP WELL,music_performing_arts,0 a 5 personas,WWW.KEEP WELL.COM.MX
21954,673732,LOS JSKA GALINA MÉXICO,music_performing_arts,6 a 10 personas,WWW.JSKAMEXICO.COM
21963,866834,"MOO DUK KWAN CENTRAL DAI WON MOON, S.C.",music_performing_arts,6 a 10 personas,WWW.MOODUKKWAN.COM.MX
21967,673079,MOVIMENTS ESTUDIO XV,music_performing_arts,11 a 30 personas,WWW.PRODUCCIONESMOVIMENTS.COM
21968,865895,MUKTA YOGA,music_performing_arts,11 a 30 personas,WWW.MUKTAYOGA.COM.MX
21970,1014319,NADA ESPACIO,music_performing_arts,0 a 5 personas,NADAESPACIO.WEBS.COM
22003,896166,OSHO MEDITATION CENTER,music_performing_arts,0 a 5 personas,OSHO.COM.MX
22007,703992,PINK STUDIO,music_performing_arts,0 a 5 personas,WWW.POLEFITNESSTUDIO.COM
22010,739126,POLE DANCE Y S COOL,music_performing_arts,6 a 10 personas,WWW.POLEDANCESCOOL.COM
22011,676274,POLE FIT LINDAVISTA,music_performing_arts,0 a 5 personas,WWW.POLEDANCEMX.COM
22012,872484,POLE STRONG,music_performing_arts,0 a 5 personas,WWW.POLESTRONG.COM.MX
22018,884472,"PUMITAS CU FUTBOL, A.C.",music_performing_arts,0 a 5 personas,WWW.PUMITASFUTBOL.UNAM.MX
22041,866530,SIKH CENTER,music_performing_arts,6 a 10 personas,SIKHCENTERMEXICO.ORG
22046,739462,SONBAEDO NUEVA SANTA MARÍA,music_performing_arts,0 a 5 personas,WWW.SONBAEDOLANUEVA.COM
22056,996324,SUKHAVATI YOGA,music_performing_arts,0 a 5 personas,WWW.SUKHAVATI.COM.MX
22061,774195,TAEKWAN DOO,music_performing_arts,0 a 5 personas,WWW.INTKD.COM.MX
22071,861443,TAEKWONDO FUNDACIÓN NACIONAL COPAP,music_performing_arts,0 a 5 personas,WWW.FUNDACIONNACIONALTKD.MEX.TL
22086,860016,TRAINNG CENTER,music_performing_arts,0 a 5 personas,WWW.WKEWRLDO.COM
22103,866923,YOGA CENTER,music_performing_arts,0 a 5 personas,WWW.YOGACENTER.COM.MX
22108,673087,YOGA LOTO ROJO,music_performing_arts,0 a 5 personas,WWW.LOTOROJO.COM
22109,691445,YOGA LUONGE,music_performing_arts,0 a 5 personas,WWW.YOGALOUNGE.COM.MX
22112,896346,YONI SHAKTI,music_performing_arts,11 a 30 personas,WWW.POLEDANCE.COM.MX
22114,993201,ZATO NATACIÓN INTEGRAL,music_performing_arts,0 a 5 personas,WWW.NATACIONINTEGRAL.COM
22115,697599,ZEN MARTIAL ARTS,music_performing_arts,0 a 5 personas,WWW.SENMA.COM
22171,1083045,PACHANGA FITNESS,music_performing_arts,0 a 5 personas,WWW.PACHANGAFITNESS.COM
22192,1167737,ACADEMIA DE BAILE ALOHA LUAU,music_performing_arts,0 a 5 personas,WWW.NAJMABELLYDANCE.COM
22198,1208912,ACADEMIA DE DANZA Y ARTE CARLOS Y NANCY,music_performing_arts,0 a 5 personas,WWW.ACADEMIACYN.COM
22216,1332866,ACUATICS SIN NOMBRE,music_performing_arts,6 a 10 personas,WWW.ACUATICS.COM.MX
22277,1129453,CLASES DE PILATES JOSHEP H PILATESSTUDIO,music_performing_arts,0 a 5 personas,WWW.PILATESAUTENTICO.COM.MX
